Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,65.910004,66.370003,65.510002,66.290001,64.447029,3791500
2018-01-03,66.120003,66.190002,64.599998,64.910004,63.105392,5006400
2018-01-04,65.000000,65.029999,64.139999,64.699997,62.901241,4161400
2018-01-05,64.900002,64.940002,63.880001,64.320000,62.531811,3160900
2018-01-08,64.190002,64.360001,63.459999,64.000000,62.220699,4552500
2018-01-09,63.279999,63.709999,62.250000,62.380001,60.645741,7776800
2018-01-10,62.520000,63.410000,62.279999,62.959999,61.209610,7200100
2018-01-11,63.630001,65.550003,63.310001,64.839996,63.037346,5356300
2018-01-12,65.209999,65.949997,64.949997,65.360001,63.542896,3809300
2018-01-16,65.510002,66.110001,65.010002,65.470001,63.649845,4512700
2018-01-17,65.839996,66.519997,65.449997,66.070000,64.233147,4919900
2018-01-18,66.080002,66.279999,64.760002,65.059998,63.251221,4199500
2018-01-19,65.400002,65.400002,64.110001,65.050003,63.241501,5110300
2018-01-22,64.860001,65.050003,64.400002,64.889999,63.085960,4216300
2018-01-23,64.730003,65.500000,64.209999,65.260002,63.445660,4501500
2018-01-24,62.630001,63.570000,61.830002,62.209999,60.480465,10398000
2018-01-25,63.020000,63.029999,59.250000,60.189999,58.516617,11178300
2018-01-26,60.869999,61.570000,60.259998,60.820000,59.129112,6043600
2018-01-29,60.540001,60.700001,60.080002,60.360001,58.681904,6157900
2018-01-30,59.619999,60.470001,59.619999,59.830002,58.166634,4428500
2018-01-31,60.110001,61.480000,60.110001,60.799999,59.109661,5725000
2018-02-01,60.509998,61.119999,60.049999,60.310001,58.633286,4351200
2018-02-02,59.950001,60.259998,58.660000,58.709999,57.077766,4480200
2018-02-05,58.020000,58.740002,56.110001,56.990002,55.405586,7969600
2018-02-06,55.840000,58.430000,55.549999,58.139999,56.523613,6963900
2018-02-07,58.049999,59.040001,57.889999,57.889999,56.280571,4473200
2018-02-08,57.880001,57.930000,55.599998,55.630001,54.083393,8789300
2018-02-09,56.549999,56.790001,54.009998,55.500000,53.957012,6653200
2018-02-12,56.139999,57.279999,55.709999,56.810001,55.230595,4427100
2018-02-13,56.549999,57.250000,56.160000,57.160000,55.570862,3943400
2018-02-14,56.939999,58.380001,56.849998,57.730000,56.125015,4278800
2018-02-15,58.209999,58.459999,57.470001,58.180000,56.562508,3283800
2018-02-16,58.410000,58.880001,58.209999,58.270000,56.650009,3838700
2018-02-20,58.080002,58.490002,57.500000,57.730000,56.125015,3563100
2018-02-21,57.820000,59.290001,57.660000,58.029999,56.416676,3448200
2018-02-22,58.410000,58.689999,57.200001,57.320000,55.726421,4038200
2018-02-23,57.799999,58.029999,57.470001,57.990002,56.377785,3310000
2018-02-26,58.750000,59.840000,58.650002,59.500000,57.845810,5293700
2018-02-27,59.599998,59.720001,58.470001,58.480000,56.854164,3606300
2018-02-28,58.660000,58.830002,57.830002,57.840000,56.231956,4825200
2018-03-01,57.779999,58.759998,57.490002,58.009998,56.397228,5400800
2018-03-02,57.490002,58.130001,57.029999,57.810001,56.202797,3806200
2018-03-05,57.680000,58.720001,57.189999,58.380001,56.756950,5096700
2018-03-06,58.470001,58.639999,57.930000,58.250000,56.752071,2931000
2018-03-07,57.669998,58.020000,57.480000,57.570000,56.089558,3981200
2018-03-08,57.740002,58.900002,57.709999,58.369999,56.868984,6476500
2018-03-09,58.910000,59.700001,58.669998,59.700001,58.164787,4201100
2018-03-12,59.880001,59.919998,59.400002,59.759998,58.223240,4605600
2018-03-13,60.049999,60.759998,59.779999,60.330002,58.778587,5235600
2018-03-14,60.369999,60.830002,59.330002,59.619999,58.086845,4682200
2018-03-15,59.689999,60.270000,59.209999,59.939999,58.398609,3915300
2018-03-16,60.270000,61.380001,60.200001,60.900002,59.333927,5406400
2018-03-19,60.669998,61.240002,60.180000,60.599998,59.041637,4453000
2018-03-20,60.730000,60.990002,60.500000,60.689999,59.129322,2797100
2018-03-21,58.049999,58.400002,56.660000,57.779999,56.294159,13634600
2018-03-22,57.509998,58.270000,56.980000,57.000000,55.534218,7117500
2018-03-23,56.849998,57.970001,56.349998,56.720001,55.261421,6880300
2018-03-26,57.500000,57.860001,56.900002,57.590000,56.109039,5506600
2018-03-27,57.840000,57.950001,56.279999,56.689999,55.232189,4424500
2018-03-28,56.709999,56.919998,55.869999,56.250000,54.803501,4703100
2018-03-29,56.389999,57.590000,56.310001,57.279999,55.807014,3087500
2018-04-02,57.189999,57.189999,53.790001,54.340000,52.942619,5337000
2018-04-03,54.939999,56.040001,54.459999,55.970001,54.530701,4294000
2018-04-04,55.060001,56.490002,54.849998,56.360001,54.910671,3641700
2018-04-05,56.759998,57.180000,56.270000,56.860001,55.397820,3689900
2018-04-06,56.430000,56.669998,54.849998,55.290001,53.868195,5301900
2018-04-09,55.630001,55.820000,54.750000,54.849998,53.439499,5856800
2018-04-10,55.500000,55.580002,53.599998,54.130001,52.738018,5868600
2018-04-11,53.849998,54.340000,53.500000,53.500000,52.124218,3599600
2018-04-12,54.090000,55.939999,53.779999,54.939999,53.527187,5686700
2018-04-13,55.119999,55.990002,54.520000,55.070000,53.653839,4761200
2018-04-16,55.299999,55.750000,54.560001,54.889999,53.478470,5175700
2018-04-17,55.349998,55.490002,53.209999,54.270000,52.874424,8060000
2018-04-18,54.500000,56.520000,54.380001,55.820000,54.384560,6559900
2018-04-19,55.650002,55.700001,54.419998,54.799999,53.390793,4391500
2018-04-20,54.849998,55.209999,54.340000,54.770000,53.361561,5031700
2018-04-23,54.840000,55.540001,54.610001,54.980000,53.566162,4465500
2018-04-24,55.320000,55.380001,53.430000,53.880001,52.494450,3820000
2018-04-25,53.849998,54.139999,52.830002,53.830002,52.445732,5132400
2018-04-26,52.189999,53.790001,51.000000,53.299999,51.929359,9809800
2018-04-27,53.139999,53.869999,52.730000,53.529999,52.153446,4891400
2018-04-30,53.619999,53.779999,52.709999,52.830002,51.471451,8023200
2018-05-01,52.799999,53.209999,52.150002,52.939999,51.578617,4016100
2018-05-02,52.980000,53.400002,52.189999,52.209999,50.867393,6346400
2018-05-03,52.150002,52.540001,51.580002,52.240002,50.896622,4330800
2018-05-04,52.000000,53.099998,51.910000,52.779999,51.422733,4067800
2018-05-07,52.799999,52.939999,51.950001,52.000000,50.662792,5045500
2018-05-08,52.169998,53.070000,51.950001,52.330002,50.984310,6272400
2018-05-09,52.119999,52.400002,51.430000,51.560001,50.234112,4222300
2018-05-10,51.299999,52.189999,51.259998,51.939999,50.604336,6779700
2018-05-11,52.200001,52.680000,51.919998,52.459999,51.110966,4890500
2018-05-14,52.509998,52.740002,52.070000,52.200001,50.857651,7076300
2018-05-15,51.980000,52.090000,51.439999,51.700001,50.370518,5241200
2018-05-16,51.750000,53.369999,51.590000,53.009998,51.646816,5834700
2018-05-17,53.090000,53.610001,52.380001,52.470001,51.120705,6222700
2018-05-18,52.360001,53.020000,52.119999,52.189999,50.847908,6950400
2018-05-21,52.450001,52.840000,52.139999,52.220001,50.877136,7237000
2018-05-22,52.509998,52.669998,50.680000,50.849998,49.542370,9569000
2018-05-23,50.830002,50.869999,50.200001,50.320000,49.025993,7580500
2018-05-24,50.410000,51.520000,50.209999,51.209999,49.893105,8489900
2018-05-25,51.400002,53.450001,51.360001,52.860001,51.500675,9292300
2018-05-29,52.619999,52.799999,51.209999,51.490002,50.165909,7178100
2018-05-30,51.750000,51.840000,50.930000,51.330002,50.010025,5442200
2018-05-31,51.340000,51.799999,50.919998,51.080002,49.766449,7054100
2018-06-01,51.200001,51.540001,50.630001,50.959999,49.649532,5486900
2018-06-04,51.130001,52.080002,51.000000,51.650002,50.321796,5322600
2018-06-05,51.189999,51.400002,50.410000,50.900002,49.745178,4620100
2018-06-06,50.349998,50.830002,49.930000,50.750000,49.598579,7321700
2018-06-07,50.750000,50.959999,50.340000,50.639999,49.491081,5601800
2018-06-08,50.540001,50.820000,50.230000,50.480000,49.334709,4939500
2018-06-11,50.959999,51.970001,50.709999,50.980000,49.823360,9813600
2018-06-12,51.049999,51.169998,50.580002,50.970001,49.813591,8126800
2018-06-13,51.200001,51.880001,51.150002,51.349998,50.184967,6253200
2018-06-14,51.599998,52.070000,51.400002,51.939999,50.761585,5683900
2018-06-15,51.630001,52.430000,51.369999,52.180000,50.996143,8637100
2018-06-18,51.830002,52.509998,51.380001,52.369999,51.181828,5543400
2018-06-19,52.029999,52.090000,51.169998,51.709999,50.536800,4658900
2018-06-20,51.990002,52.029999,51.529999,52.000000,50.820221,7040900
2018-06-21,51.930000,53.240002,51.830002,53.150002,51.944134,8098300
2018-06-22,52.860001,53.540001,51.880001,51.910000,50.732265,9187400
2018-06-25,51.610001,51.860001,50.919998,51.279999,50.116554,7836600
2018-06-26,51.590000,51.590000,50.939999,51.169998,50.009052,4410900
2018-06-27,51.209999,51.230000,50.180000,50.369999,49.227207,6737900
2018-06-28,50.720001,50.980000,50.189999,50.700001,49.549717,4652900
2018-06-29,50.799999,51.450001,50.730000,50.880001,49.725639,4227700
2018-07-02,50.630001,51.590000,50.500000,51.540001,50.370655,5127500
2018-07-03,51.560001,52.070000,51.130001,51.520000,50.351112,2470400
2018-07-05,51.770000,52.049999,51.560001,51.860001,50.683399,4440900
2018-07-06,52.060001,53.040001,52.000000,52.740002,51.543434,5796700
2018-07-09,52.900002,53.520000,52.580002,53.259998,52.051632,4843600
2018-07-10,53.139999,53.200001,52.470001,53.000000,51.797535,3484000
2018-07-11,52.540001,52.660000,51.630001,52.529999,51.338200,5788300
2018-07-12,53.130001,53.220001,51.860001,52.770000,51.572750,4102600
2018-07-13,52.669998,53.250000,52.630001,53.090000,51.885494,3392100
2018-07-16,53.389999,53.490002,52.750000,53.080002,51.875725,3713800
2018-07-17,52.910000,53.720001,52.910000,53.220001,52.012547,3942600
2018-07-18,54.060001,55.230000,53.750000,53.900002,52.677116,7258400
2018-07-19,54.020000,54.099998,53.410000,53.779999,52.559837,4013500
2018-07-20,53.580002,53.869999,53.240002,53.430000,52.217781,4674400
2018-07-23,53.259998,53.709999,52.779999,53.560001,52.344830,3846100
2018-07-24,53.740002,53.750000,51.840000,51.910000,50.732265,5782100
2018-07-25,52.000000,52.619999,51.660000,52.290001,51.103645,5445700
2018-07-26,52.099998,56.880001,52.029999,56.700001,55.413589,11997000
2018-07-27,56.590000,58.430000,56.509998,58.380001,57.055477,8891400
2018-07-30,58.080002,58.430000,57.520000,57.900002,56.586361,5492200
2018-07-31,58.139999,59.330002,58.110001,58.160000,56.840469,5138600
2018-08-01,58.119999,58.340000,56.439999,56.520000,55.237671,4292400
2018-08-02,56.209999,56.759998,55.610001,56.689999,55.403816,3507500
2018-08-03,56.830002,57.490002,56.799999,57.410000,56.107483,3826900
