Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,119.930000,120.180000,117.930000,118.059998,106.200912,4165800
2018-01-03,117.910004,118.470001,117.639999,117.750000,105.922035,4224000
2018-01-04,117.800003,119.110001,117.599998,118.330002,106.443779,3147000
2018-01-05,118.410004,119.089996,118.250000,118.669998,106.749626,2714200
2018-01-08,118.209999,118.739998,117.669998,117.989998,106.137932,5730400
2018-01-09,118.260002,118.980003,117.949997,118.080002,106.218895,4573600
2018-01-10,118.129997,118.360001,116.699997,117.480003,105.679161,3363900
2018-01-11,117.639999,117.849998,116.379997,116.879997,105.139427,3685200
2018-01-12,116.949997,118.010002,116.849998,117.379997,105.589218,4335500
2018-01-16,117.199997,118.349998,117.029999,117.860001,106.020988,4936500
2018-01-17,118.290001,120.169998,118.209999,119.180000,107.208412,4554600
2018-01-18,119.089996,119.620003,118.650002,119.050003,107.091469,6221800
2018-01-19,119.480003,120.680000,118.639999,120.169998,108.098961,6002600
2018-01-22,120.099998,121.849998,120.000000,121.510002,109.304352,4308600
2018-01-23,121.070000,122.510002,120.849998,121.300003,109.115456,3536900
2018-01-24,121.239998,121.480003,120.820000,121.139999,108.971527,3445200
2018-01-25,120.610001,121.449997,120.360001,120.900002,108.755630,2712900
2018-01-26,120.610001,121.839996,120.610001,121.760002,109.529243,3993900
2018-01-29,121.379997,122.160004,119.650002,119.669998,107.649185,3854700
2018-01-30,119.680000,121.199997,119.500000,119.889999,107.847084,4945200
2018-01-31,119.839996,120.750000,119.510002,120.300003,108.215904,4018100
2018-02-01,119.919998,121.010002,119.279999,120.300003,108.215904,3485600
2018-02-02,119.910004,120.279999,118.400002,118.669998,106.749626,3348900
2018-02-05,118.570000,119.660004,114.410004,114.459999,102.962532,5347600
2018-02-06,112.440002,113.949997,110.150002,113.559998,102.152931,6642600
2018-02-07,113.970001,115.769997,112.750000,113.500000,102.098953,4931400
2018-02-08,113.699997,113.720001,110.089996,110.150002,99.085457,4907900
2018-02-09,110.809998,111.989998,108.879997,111.180000,100.012009,5301700
2018-02-12,111.900002,112.750000,111.059998,111.930000,100.686668,4759200
2018-02-13,112.000000,112.669998,110.680000,112.139999,100.875580,5274700
2018-02-14,111.669998,111.900002,108.760002,109.110001,98.149940,7702700
2018-02-15,109.529999,111.040001,108.720001,110.970001,99.823105,5125200
2018-02-16,111.059998,111.699997,109.760002,111.059998,99.904053,5578500
2018-02-20,110.959999,110.980003,109.339996,109.480003,98.482765,3835500
2018-02-21,109.349998,109.839996,107.940002,108.000000,97.151421,4501900
2018-02-22,108.330002,109.970001,108.019997,109.260002,98.284874,5394700
2018-02-23,109.360001,110.050003,108.570000,109.680000,98.662666,4760400
2018-02-26,110.120003,111.169998,110.029999,110.940002,99.796104,5355400
2018-02-27,111.190002,112.080002,110.709999,110.889999,99.751137,6385800
2018-02-28,111.000000,111.650002,109.680000,109.730003,98.707664,4638900
2018-03-01,109.209999,109.879997,107.239998,108.120003,97.978157,6896300
2018-03-02,107.910004,109.320000,107.900002,109.040001,98.811859,4903600
2018-03-05,108.459999,109.599998,108.019997,109.430000,99.165298,3781700
2018-03-06,109.360001,109.620003,108.440002,109.580002,99.301216,3380800
2018-03-07,108.889999,110.059998,108.610001,109.839996,99.536827,4612600
