Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,92.970001,96.430000,92.830002,95.360001,81.779640,8645200
2012-01-04,94.730003,95.129997,93.680000,94.739998,81.247940,7406200
2012-01-05,93.949997,95.800003,92.500000,94.580002,81.110741,8131300
2012-01-06,93.800003,93.959999,92.419998,93.419998,80.115921,5940900
2012-01-09,93.489998,95.110001,92.959999,94.690002,81.205048,5018200
2012-01-10,97.360001,99.480003,97.040001,98.330002,84.326668,7682700
2012-01-11,97.940002,100.620003,97.500000,99.760002,85.553024,7223000
2012-01-12,100.559998,101.449997,98.260002,101.209999,86.796524,6858700
2012-01-13,98.000000,99.430000,97.000000,98.959999,84.866951,7615800
2012-01-17,98.620003,101.839996,96.949997,97.680000,83.769234,8041500
2012-01-18,99.000000,105.830002,97.800003,104.309998,89.455040,17960300
2012-01-19,106.250000,108.300003,104.879997,107.680000,92.345131,11480900
2012-01-20,107.320000,109.430000,106.599998,108.739998,93.254166,8439700
2012-01-23,108.489998,110.900002,107.519997,108.190002,92.782494,7091800
2012-01-24,106.790001,109.099998,106.250000,108.870003,93.365662,4543900
2012-01-25,106.230003,108.949997,105.930000,108.269997,92.851089,7927600
2012-01-26,108.610001,110.300003,108.029999,108.559998,93.099785,6909600
2012-01-27,107.769997,112.199997,107.620003,111.769997,95.852661,8403600
2012-01-30,110.370003,110.419998,108.769997,109.730003,94.103157,6356900
2012-01-31,110.690002,112.500000,109.160004,111.470001,95.595383,8028400
2012-02-01,112.610001,116.650002,111.610001,113.449997,97.293396,11333000
2012-02-02,114.339996,115.410004,112.709999,113.389999,97.241951,6624200
2012-02-03,115.610001,117.570000,115.400002,117.529999,100.792358,7454500
2012-02-06,116.389999,117.599998,116.330002,117.389999,100.672302,3421900
2012-02-07,116.769997,116.980003,115.309998,115.980003,99.463074,5727300
2012-02-08,116.610001,117.040001,114.540001,116.150002,99.608894,4958200
2012-02-09,117.190002,117.389999,115.050003,115.879997,99.377357,4769800
2012-02-10,114.519997,115.660004,113.260002,114.120003,97.868011,5849400
2012-02-13,115.860001,116.070000,113.980003,114.529999,98.219589,3990000
2012-02-14,113.660004,113.849998,111.400002,112.870003,96.796013,4870300
2012-02-15,113.279999,115.250000,112.910004,113.169998,97.053268,6111800
2012-02-16,112.449997,114.980003,111.620003,114.739998,98.399704,6372400
2012-02-17,115.459999,116.650002,114.830002,115.910004,99.403076,5182300
2012-02-21,116.220001,117.910004,115.930000,116.629997,100.020523,5320400
2012-02-22,116.220001,117.139999,114.290001,114.360001,98.073830,4508500
2012-02-23,114.620003,115.820000,113.220001,115.800003,99.308739,5609600
2012-02-24,116.320000,116.970001,115.110001,115.870003,99.368759,4877500
2012-02-27,114.519997,116.650002,113.940002,116.230003,99.677498,4370200
2012-02-28,116.000000,118.660004,115.250000,117.110001,100.735527,6448200
