Date,Open,High,Low,Close,Adj Close,Volume
2012-04-12,33.250000,34.209999,32.000000,34.000000,25.234207,654700
2012-04-13,34.000000,37.450001,33.910000,37.000000,27.460754,1685000
2012-04-16,37.000000,37.000000,35.990002,36.549999,27.126774,550200
2012-04-17,36.400002,36.750000,36.000000,36.000000,26.718573,179600
2012-04-18,36.000000,36.439999,34.500000,36.000000,26.718573,207100
2012-04-19,36.000000,37.220001,35.799999,36.000000,26.718573,598100
2012-04-20,36.099998,37.000000,36.099998,36.320000,26.956062,149700
2012-04-23,36.240002,36.240002,35.419998,35.680000,26.481070,95700
2012-04-24,36.000000,36.000000,34.680000,34.750000,25.790834,124500
2012-04-25,34.799999,35.500000,34.500000,34.750000,25.790834,266200
2012-04-26,34.610001,34.990002,34.439999,34.950001,25.939272,183900
2012-04-27,35.250000,35.250000,33.970001,34.110001,25.315849,536000
2012-04-30,34.340000,34.900002,34.000000,34.049999,25.271313,4105700
2012-05-01,33.740002,34.099998,32.580002,32.759998,24.313894,6878600
2012-05-02,32.599998,32.669998,31.629999,32.000000,23.749840,11287600
2012-05-03,31.930000,31.980000,31.049999,31.389999,23.297110,11800000
2012-05-04,30.850000,31.090000,30.120001,30.160000,22.384224,10881000
2012-05-07,30.100000,30.549999,29.250000,29.350000,21.783056,12257200
2012-05-08,29.090000,30.410000,28.750000,30.100000,22.339689,14601300
2012-05-09,29.809999,32.889999,29.730000,32.490002,24.113510,13990000
2012-05-10,33.049999,33.349998,31.520000,32.480000,24.106081,8862000
2012-05-11,31.730000,32.150002,31.400000,31.830000,23.623669,4460100
2012-05-14,31.190001,31.580000,30.770000,31.320000,23.245153,6398200
2012-05-15,31.350000,32.320000,31.059999,31.670000,23.504915,6362800
2012-05-16,31.459999,32.389999,31.250000,32.099998,23.824051,6118600
2012-05-17,31.889999,32.000000,31.200001,31.260000,23.200624,5850500
2012-05-18,31.430000,31.690001,30.990000,31.379999,23.289688,7940800
2012-05-21,31.230000,32.340000,30.950001,32.189999,23.890850,5480100
2012-05-22,31.879999,32.270000,31.330000,31.629999,23.475235,5415000
2012-05-23,31.350000,31.490000,30.879999,31.410000,23.311954,5268900
2012-05-24,31.420000,31.440001,30.750000,31.129999,23.104139,4210400
2012-05-25,31.010000,31.410000,30.830000,31.299999,23.230310,3217900
2012-05-29,31.280001,31.719999,30.860001,31.010000,23.015079,3979600
2012-05-30,30.790001,30.830000,30.180000,30.440001,22.592033,6000600
2012-05-31,30.260000,30.350000,29.719999,30.030001,22.287741,8098000
2012-06-01,29.500000,30.170000,29.379999,29.920000,22.206099,5701700
2012-06-04,29.299999,30.190001,29.250000,29.530001,21.916643,4844900
2012-06-05,29.370001,30.100000,29.320000,29.900000,22.191259,4046500
2012-06-06,30.030001,32.000000,29.820000,31.530001,23.401014,8609400
2012-06-07,32.070000,32.750000,31.740000,31.830000,23.623669,7694300
2012-06-08,31.660000,32.349998,31.510000,32.119999,23.838902,4302100
2012-06-11,32.450001,33.049999,32.230000,32.599998,24.195152,5999000
2012-06-12,32.560001,33.740002,32.490002,33.490002,24.855694,6809900
2012-06-13,33.270000,33.490002,32.540001,32.770000,24.321318,2876200
2012-06-14,32.770000,33.639999,32.310001,33.529999,24.885370,4460000
2012-06-15,33.599998,34.910000,33.380001,34.900002,25.902174,9892400
2012-06-18,34.380001,34.500000,33.830002,33.860001,25.130302,4254400
2012-06-19,34.060001,34.529999,33.730000,33.860001,25.130302,4873500
2012-06-20,33.790001,34.849998,33.480000,34.660000,25.724051,4628400
2012-06-21,34.700001,34.759998,33.060001,33.480000,24.848272,3489900
2012-06-22,33.650002,34.709999,33.029999,34.160000,25.352955,4359500
2012-06-25,33.689999,33.689999,32.759998,32.869999,24.395535,3518600
2012-06-26,32.810001,33.980000,32.400002,32.580002,24.180305,3274700
2012-06-27,32.610001,33.400002,31.420000,31.889999,23.668201,3615600
2012-06-28,31.540001,32.400002,31.290001,32.310001,23.979912,3115900
2012-06-29,32.779999,33.380001,32.650002,33.240002,24.670145,4599500
2012-07-02,33.590000,34.320000,33.369999,34.000000,25.234207,3868500
2012-07-03,34.020000,34.630001,33.830002,34.240002,25.412329,3647400
2012-07-05,33.830002,34.240002,33.540001,33.799999,25.085768,2711300
2012-07-06,33.400002,33.680000,32.919998,33.369999,24.766619,1907800
2012-07-09,33.080002,33.759998,32.650002,33.250000,24.677568,2264600
2012-07-10,33.470001,33.470001,32.500000,32.680000,24.254522,2972900
2012-07-11,32.660000,33.639999,32.349998,33.480000,24.848272,2583000
2012-07-12,33.150002,33.189999,32.549999,33.009998,24.499449,3505600
2012-07-13,33.610001,35.080002,33.509998,34.939999,25.931849,4801300
2012-07-16,34.689999,36.119999,34.560001,36.099998,26.792791,4895700
2012-07-17,36.160000,36.799999,35.860001,36.689999,27.230677,3604100
2012-07-18,36.650002,37.669998,36.590000,37.099998,27.534971,2839200
2012-07-19,36.919998,37.000000,35.500000,35.599998,26.564901,3758600
2012-07-20,35.180000,35.439999,34.910000,35.320000,26.355959,3290000
2012-07-23,34.790001,35.279999,34.500000,35.020000,26.132109,3245900
2012-07-24,35.250000,35.419998,34.610001,35.230000,26.288801,2351600
2012-07-25,35.599998,35.889999,34.869999,35.400002,26.415663,3551300
