Date,Open,High,Low,Close,Adj Close,Volume
2013-02-27,27.340000,27.340000,26.629999,26.870001,26.870001,44319700
2013-02-28,26.840000,27.299999,26.340000,27.250000,27.250000,83027800
2013-03-01,27.049999,28.120001,26.809999,27.780001,27.780001,54064800
2013-03-04,27.760000,28.059999,27.440001,27.719999,27.719999,32400700
2013-03-05,27.879999,28.180000,27.209999,27.520000,27.520000,40622200
2013-03-06,28.100000,28.129999,27.350000,27.450001,27.450001,33532600
2013-03-07,27.570000,28.680000,27.469999,28.580000,28.580000,74540200
2013-03-08,28.430000,28.469999,27.730000,27.959999,27.959999,44198900
2013-03-11,28.010000,28.639999,27.830000,28.139999,28.139999,35642100
2013-03-12,28.100000,28.320000,27.600000,27.830000,27.830000,27569600
2013-03-13,27.620001,27.650000,26.920000,27.080000,27.080000,39619500
2013-03-14,27.100000,27.430000,26.830000,27.040001,27.040001,27646400
2013-03-15,27.030001,27.059999,26.559999,26.650000,26.650000,31597400
2013-03-18,26.370001,26.790001,25.780001,26.490000,26.490000,26653700
2013-03-19,26.530001,26.900000,26.209999,26.549999,26.549999,25254200
2013-03-20,26.680000,26.690001,25.780001,25.860001,25.860001,44006500
2013-03-21,25.660000,26.110001,25.559999,25.740000,25.740000,24336100
2013-03-22,25.799999,26.010000,25.629999,25.730000,25.730000,18456300
2013-03-25,25.750000,25.799999,25.080000,25.129999,25.129999,39199000
2013-03-26,25.080000,25.480000,25.030001,25.209999,25.209999,26957200
2013-03-27,25.000000,26.280001,24.719999,26.090000,26.090000,52297400
2013-03-28,26.090000,26.170000,25.520000,25.580000,25.580000,28585700
2013-04-01,25.629999,25.889999,25.280001,25.530001,25.530001,22249300
2013-04-02,25.770000,26.120001,25.299999,25.420000,25.420000,35153300
2013-04-03,25.830000,26.389999,25.700001,26.250000,26.250000,48195200
2013-04-04,26.620001,27.230000,26.110001,27.070000,27.070000,82016800
2013-04-05,26.860001,27.799999,26.610001,27.389999,27.389999,64566600
2013-04-08,27.190001,27.200001,26.629999,26.850000,26.850000,27256000
2013-04-09,26.580000,26.889999,26.420000,26.590000,26.590000,21311100
2013-04-10,27.010000,27.840000,26.900000,27.570000,27.570000,45949400
2013-04-11,27.480000,28.100000,27.250000,28.020000,28.020000,33368500
2013-04-12,28.000000,28.000000,27.240000,27.400000,27.400000,28697400
2013-04-15,27.160000,27.480000,26.360001,26.520000,26.520000,30275400
2013-04-16,26.809999,27.110001,26.400000,26.920000,26.920000,27365900
2013-04-17,26.650000,27.200001,26.389999,26.629999,26.629999,26440600
2013-04-18,26.820000,26.820000,25.150000,25.690001,25.690001,39059000
2013-04-19,25.620001,25.959999,25.330000,25.730000,25.730000,20380900
2013-04-22,25.809999,26.360001,25.700001,25.969999,25.969999,25687600
2013-04-23,26.219999,26.330000,25.770000,25.980000,25.980000,25191500
2013-04-24,25.930000,26.400000,25.799999,26.110001,26.110001,19729900
2013-04-25,26.070000,26.400000,26.000000,26.139999,26.139999,17150000
2013-04-26,26.600000,27.620001,26.600000,26.850000,26.850000,33018000
2013-04-29,27.160000,27.410000,26.860001,26.980000,26.980000,29201100
2013-04-30,27.129999,27.850000,27.010000,27.770000,27.770000,36245700
2013-05-01,27.850000,27.920000,27.309999,27.430000,27.430000,64567600
2013-05-02,28.010000,29.020000,27.980000,28.969999,28.969999,104257000
2013-05-03,29.040001,29.070000,28.150000,28.309999,28.309999,58506400
2013-05-06,28.330000,28.459999,27.480000,27.570000,27.570000,43939400
2013-05-07,27.549999,27.850000,26.850000,26.889999,26.889999,41259100
2013-05-08,26.879999,27.299999,26.650000,27.120001,27.120001,34654900
2013-05-09,27.080000,27.549999,26.850000,27.040001,27.040001,33457200
2013-05-10,27.139999,27.299999,26.570000,26.680000,26.680000,30847100
2013-05-13,26.600000,27.330000,26.530001,26.820000,26.820000,29068800
2013-05-14,26.889999,27.280001,26.820000,27.070000,27.070000,24930300
2013-05-15,26.920000,26.990000,26.400000,26.600000,26.600000,30299800
2013-05-16,26.480000,26.549999,25.900000,26.129999,26.129999,35499100
2013-05-17,26.400000,26.600000,26.200001,26.250000,26.250000,29462700
2013-05-20,26.180000,26.190001,25.690001,25.760000,25.760000,42402900
2013-05-21,25.870001,26.080000,25.590000,25.660000,25.660000,26261300
2013-05-22,25.650000,25.850000,24.920000,25.160000,25.160000,45314500
2013-05-23,24.799999,25.530001,24.770000,25.059999,25.059999,37663100
2013-05-24,24.969999,24.969999,24.080000,24.309999,24.309999,58727900
2013-05-28,24.540001,24.540001,23.920000,24.100000,24.100000,50079700
2013-05-29,23.790001,23.809999,23.260000,23.320000,23.320000,64237800
2013-05-30,24.129999,24.780001,23.930000,24.549999,24.549999,60733200
2013-05-31,24.629999,24.950001,24.270000,24.350000,24.350000,35925000
2013-06-03,24.270000,24.320000,23.709999,23.850000,23.850000,35733800
2013-06-04,23.889999,23.930000,23.320000,23.520000,23.520000,34760800
2013-06-05,23.350000,23.709999,22.790001,22.900000,22.900000,53819700
2013-06-06,22.990000,23.090000,22.670000,22.969999,22.969999,31260700
2013-06-07,23.030001,23.400000,22.860001,23.290001,23.290001,38699200
2013-06-10,24.059999,24.600000,23.990000,24.330000,24.330000,58393000
2013-06-11,24.030001,24.350000,24.000000,24.030001,24.030001,29885900
2013-06-12,24.160000,24.260000,23.580000,23.770000,23.770000,26445800
2013-06-13,23.719999,23.830000,23.270000,23.730000,23.730000,31189300
2013-06-14,23.559999,23.889999,23.260000,23.629999,23.629999,30677100
2013-06-17,23.910000,24.250000,23.750000,24.020000,24.020000,33664500
2013-06-18,24.090000,24.690001,24.080000,24.209999,24.209999,36709100
2013-06-19,24.200001,25.190001,24.100000,24.309999,24.309999,31790600
2013-06-20,24.280001,24.750000,23.650000,23.900000,23.900000,42765600
2013-06-21,24.590000,24.700001,24.049999,24.530001,24.530001,45833900
2013-06-24,23.950001,24.110001,23.379999,23.940001,23.940001,40626000
2013-06-25,24.139999,24.430000,24.040001,24.250000,24.250000,24713200
2013-06-26,24.510000,24.650000,23.990000,24.160000,24.160000,29890300
2013-06-27,24.240000,24.840000,24.209999,24.660000,24.660000,34694100
2013-06-28,24.680000,24.980000,24.420000,24.879999,24.879999,96778900
2013-07-01,24.969999,25.059999,24.620001,24.809999,24.809999,20582200
2013-07-02,24.700001,24.770000,24.299999,24.410000,24.410000,18394100
2013-07-03,24.219999,24.709999,24.150000,24.520000,24.520000,10404400
2013-07-05,24.650000,24.660000,24.200001,24.370001,24.370001,20229500
2013-07-08,24.469999,25.040001,24.420000,24.709999,24.709999,27064600
2013-07-09,25.070000,25.490000,25.030001,25.480000,25.480000,30387900
2013-07-10,25.580000,25.830000,25.469999,25.799999,25.799999,26721800
2013-07-11,25.959999,26.000000,25.450001,25.809999,25.809999,26777400
2013-07-12,25.740000,25.930000,25.549999,25.910000,25.910000,16537900
2013-07-15,25.930000,26.430000,25.650000,26.280001,26.280001,24234000
2013-07-16,26.389999,26.750000,26.010000,26.320000,26.320000,30817600
2013-07-17,26.370001,26.780001,26.299999,26.650000,26.650000,21518500
2013-07-18,26.750000,26.770000,26.120001,26.180000,26.180000,24806900
2013-07-19,25.820000,26.110001,25.600000,25.879999,25.879999,46539700
2013-07-22,25.990000,26.129999,25.719999,26.049999,26.049999,27526300
2013-07-23,26.100000,26.299999,25.969999,26.129999,26.129999,28221600
2013-07-24,26.320000,26.530001,26.049999,26.510000,26.510000,82635600
2013-07-25,33.540001,34.880001,32.750000,34.360001,34.360001,365457900
2013-07-26,33.770000,34.730000,33.560001,34.009998,34.009998,136028900
2013-07-29,34.070000,35.630001,34.009998,35.430000,35.430000,124718800
2013-07-30,35.650002,37.959999,35.320000,37.630001,37.630001,173582800
2013-07-31,37.959999,38.310001,36.330002,36.799999,36.799999,154828700
2013-08-01,37.299999,38.290001,36.919998,37.490002,37.490002,106066500
2013-08-02,37.660000,38.490002,37.500000,38.049999,38.049999,73058500
2013-08-05,38.430000,39.320000,38.250000,39.189999,39.189999,79994800
2013-08-06,39.110001,39.250000,37.939999,38.549999,38.549999,63950800
2013-08-07,38.610001,38.939999,37.700001,38.869999,38.869999,68854800
2013-08-08,39.130001,39.189999,38.430000,38.540001,38.540001,41301000
2013-08-09,38.590000,38.740002,38.009998,38.500000,38.500000,43532300
2013-08-12,38.200001,38.500000,38.099998,38.220001,38.220001,31161000
2013-08-13,38.240002,38.320000,36.770000,37.020000,37.020000,65379200
2013-08-14,36.830002,37.549999,36.619999,36.650002,36.650002,48423900
2013-08-15,36.360001,37.070000,36.020000,36.560001,36.560001,56521100
2013-08-16,36.970001,37.490002,36.900002,37.080002,37.080002,45840800
2013-08-19,37.430000,38.279999,37.139999,37.810001,37.810001,57609600
2013-08-20,38.349998,38.580002,37.689999,38.410000,38.410000,57995200
2013-08-21,38.380001,38.849998,38.150002,38.320000,38.320000,46116900
2013-08-22,38.369999,38.750000,38.340000,38.549999,38.549999,21931200
2013-08-23,39.000000,40.630001,38.930000,40.549999,40.549999,86442300
2013-08-26,40.900002,41.939999,40.619999,41.340000,41.340000,94162400
2013-08-27,40.680000,41.200001,39.419998,39.639999,39.639999,72695100
2013-08-28,39.959999,40.849998,39.880001,40.549999,40.549999,57918200
2013-08-29,40.889999,41.779999,40.799999,41.279999,41.279999,58303400
2013-08-30,42.020000,42.259998,41.060001,41.290001,41.290001,67735100
2013-09-03,41.840000,42.160000,41.509998,41.869999,41.869999,48774900
2013-09-04,42.009998,42.169998,41.439999,41.779999,41.779999,42581900
2013-09-05,41.790001,42.770000,41.770000,42.660000,42.660000,50035400
2013-09-06,43.090000,44.610001,42.400002,43.950001,43.950001,117535700
2013-09-09,44.360001,44.790001,43.700001,44.040001,44.040001,75794700
2013-09-10,44.240002,44.259998,43.230000,43.599998,43.599998,54540300
2013-09-11,43.389999,45.090000,43.110001,45.040001,45.040001,72328300
2013-09-12,45.529999,45.619999,44.650002,44.750000,44.750000,68072300
2013-09-13,45.040001,45.080002,43.930000,44.310001,44.310001,52765300
2013-09-16,44.849998,44.939999,42.430000,42.509998,42.509998,70424200
2013-09-17,42.500000,45.439999,42.430000,45.070000,45.070000,91934600
2013-09-18,44.840000,45.470001,44.400002,45.230000,45.230000,79317000
2013-09-19,45.509998,46.049999,45.230000,45.980000,45.980000,63972400
2013-09-20,46.320000,47.599998,45.740002,47.490002,47.490002,115508400
2013-09-23,47.279999,47.549999,46.290001,47.189999,47.189999,75177000
2013-09-24,48.509998,49.660000,48.160000,48.450001,48.450001,136716100
2013-09-25,49.230000,49.540001,48.459999,49.459999,49.459999,87879700
2013-09-26,50.009998,50.599998,49.500000,50.389999,50.389999,98220100
2013-09-27,50.290001,51.279999,49.860001,51.240002,51.240002,81410500
2013-09-30,50.139999,51.599998,49.799999,50.230000,50.230000,100095000
2013-10-01,49.970001,51.029999,49.450001,50.419998,50.419998,98114000
2013-10-02,50.130001,51.099998,49.950001,50.279999,50.279999,62834000
2013-10-03,50.470001,50.720001,49.060001,49.180000,49.180000,82045000
2013-10-04,49.770000,51.160000,49.570000,51.040001,51.040001,74447000
2013-10-07,50.730000,51.290001,50.400002,50.520000,50.520000,57204000
2013-10-08,50.599998,50.599998,47.080002,47.139999,47.139999,136081000
2013-10-09,47.380001,47.840000,45.259998,46.770000,46.770000,147297000
2013-10-10,47.869999,49.680000,47.830002,49.049999,49.049999,99774000
2013-10-11,49.180000,49.869999,48.790001,49.110001,49.110001,58428000
2013-10-14,48.310001,49.630001,47.910000,49.509998,49.509998,68781000
2013-10-15,49.990002,51.000000,49.180000,49.500000,49.500000,81167000
2013-10-16,50.040001,51.240002,49.900002,51.139999,51.139999,64678000
2013-10-17,51.119999,52.220001,50.950001,52.209999,52.209999,71522000
2013-10-18,54.180000,54.830002,53.599998,54.220001,54.220001,88260000
2013-10-21,54.680000,54.810001,53.509998,53.849998,53.849998,58235000
2013-10-22,54.330002,54.759998,52.200001,52.680000,52.680000,83204000
2013-10-23,51.750000,52.250000,51.130001,51.900002,51.900002,57207000
2013-10-24,52.380001,52.840000,51.590000,52.450001,52.450001,46775000
2013-10-25,53.180000,53.240002,51.880001,51.950001,51.950001,45085000
2013-10-28,51.540001,51.700001,49.610001,50.230000,50.230000,73472000
2013-10-29,50.730000,50.790001,49.250000,49.400002,49.400002,102143000
2013-10-30,50.000000,50.209999,48.750000,49.009998,49.009998,127073000
2013-10-31,47.160000,52.000000,46.500000,50.209999,50.209999,248809000
2013-11-01,50.849998,52.090000,49.720001,49.750000,49.750000,95033000
2013-11-04,49.369999,49.750000,48.020000,48.220001,48.220001,80371000
2013-11-05,47.790001,50.180000,47.509998,50.110001,50.110001,76835000
2013-11-06,50.259998,50.450001,48.709999,49.119999,49.119999,67889000
2013-11-07,49.240002,49.869999,47.299999,47.560001,47.560001,97128000
2013-11-08,47.810001,48.650002,47.250000,47.529999,47.529999,70731000
2013-11-11,47.040001,47.529999,45.730000,46.200001,46.200001,80910000
2013-11-12,46.000000,47.369999,45.830002,46.610001,46.610001,68196000
2013-11-13,46.230000,48.740002,46.060001,48.709999,48.709999,79245000
2013-11-14,48.700001,49.570000,48.029999,48.990002,48.990002,75117000
2013-11-15,49.110001,49.480000,48.709999,49.009998,49.009998,42453000
2013-11-18,48.470001,48.840000,45.799999,45.830002,45.830002,85910000
2013-11-19,46.259998,47.000000,45.720001,46.360001,46.360001,75602000
2013-11-20,46.610001,47.549999,46.310001,46.430000,46.430000,53933000
2013-11-21,46.990002,47.459999,46.689999,46.700001,46.700001,34886000
2013-11-22,47.040001,47.270000,45.959999,46.230000,46.230000,40545000
2013-11-25,46.360001,46.650002,44.040001,44.820000,44.820000,82565000
2013-11-26,44.660000,46.169998,43.549999,45.889999,45.889999,82016000
2013-11-27,45.970001,46.669998,45.529999,46.490002,46.490002,44993000
2013-11-29,46.750000,47.209999,46.500000,47.009998,47.009998,22953900
2013-12-02,46.900002,47.540001,46.259998,47.060001,47.060001,50774000
2013-12-03,46.750000,47.200001,46.290001,46.730000,46.730000,32086000
2013-12-04,46.459999,48.770000,46.259998,48.619999,48.619999,60890000
2013-12-05,48.150002,48.700001,47.869999,48.340000,48.340000,43855000
2013-12-06,48.980000,49.389999,47.709999,47.939999,47.939999,42938000
2013-12-09,48.090000,48.970001,47.740002,48.840000,48.840000,36056000
2013-12-10,48.639999,50.770000,48.540001,50.250000,50.250000,68479000
2013-12-11,50.549999,50.770000,49.009998,49.380001,49.380001,65776000
2013-12-12,51.049999,52.070000,50.660000,51.830002,51.830002,92723000
2013-12-13,51.660000,53.500000,51.340000,53.320000,53.320000,82641000
2013-12-16,53.250000,54.500000,52.910000,53.810001,53.810001,85119000
2013-12-17,54.759998,55.180000,54.240002,54.860001,54.860001,78751000
2013-12-18,54.860001,55.889999,53.750000,55.570000,55.570000,76003000
2013-12-19,54.330002,55.189999,53.950001,55.049999,55.049999,89753200
2013-12-20,54.930000,55.150002,54.230000,55.119999,55.119999,239824000
2013-12-23,55.500000,58.320000,55.450001,57.770000,57.770000,98297000
2013-12-24,58.270000,58.580002,56.910000,57.959999,57.959999,46617800
2013-12-26,58.320000,58.380001,57.369999,57.730000,57.730000,55101000
2013-12-27,57.480000,57.680000,55.250000,55.439999,55.439999,60466000
2013-12-30,54.930000,55.180000,53.430000,53.709999,53.709999,68307000
