Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,54.830002,55.220001,54.189999,54.709999,54.709999,43195500
2014-01-03,55.020000,55.650002,54.529999,54.560001,54.560001,38246200
2014-01-06,54.419998,57.259998,54.049999,57.200001,57.200001,68852600
2014-01-07,57.700001,58.549999,57.220001,57.919998,57.919998,77207400
2014-01-08,57.599998,58.410000,57.230000,58.230000,58.230000,56682400
2014-01-09,58.650002,58.959999,56.650002,57.220001,57.220001,92253300
2014-01-10,57.130001,58.299999,57.060001,57.939999,57.939999,42449500
2014-01-13,57.910000,58.250000,55.380001,55.910000,55.910000,63010900
2014-01-14,56.459999,57.779999,56.099998,57.740002,57.740002,37503600
2014-01-15,57.980000,58.570000,57.270000,57.599998,57.599998,33663400
2014-01-16,57.259998,58.020000,56.830002,57.189999,57.189999,34541800
2014-01-17,57.299999,57.820000,56.070000,56.299999,56.299999,40849200
2014-01-21,56.599998,58.580002,56.500000,58.509998,58.509998,48669200
2014-01-22,58.849998,59.310001,57.099998,57.509998,57.509998,61352900
2014-01-23,56.369999,56.680000,55.689999,56.630001,56.630001,47951800
2014-01-24,56.150002,56.419998,54.400002,54.450001,54.450001,55200700
2014-01-27,54.730000,54.939999,51.849998,53.549999,53.549999,73924100
2014-01-28,54.020000,55.279999,54.000000,55.139999,55.139999,48191200
2014-01-29,54.610001,54.950001,53.189999,53.529999,53.529999,92995600
2014-01-30,62.119999,62.500000,60.459999,61.080002,61.080002,150178900
2014-01-31,60.470001,63.369999,60.169998,62.570000,62.570000,87794600
2014-02-03,63.029999,63.770000,60.700001,61.480000,61.480000,74866600
2014-02-04,62.049999,63.139999,61.820000,62.750000,62.750000,45985500
2014-02-05,62.740002,63.160000,61.270000,62.189999,62.189999,51685100
2014-02-06,61.459999,62.779999,61.459999,62.160000,62.160000,42086500
2014-02-07,62.270000,64.570000,62.220001,64.320000,64.320000,60704300
2014-02-10,64.300003,64.489998,63.470001,63.549999,63.549999,43666100
2014-02-11,63.750000,65.000000,63.349998,64.849998,64.849998,45675600
2014-02-12,64.919998,65.059998,64.050003,64.449997,64.449997,47282100
2014-02-13,64.180000,67.330002,64.050003,67.330002,67.330002,61911700
2014-02-14,67.500000,67.580002,66.720001,67.089996,67.089996,36694900
2014-02-18,66.940002,67.540001,66.070000,67.300003,67.300003,43809900
2014-02-19,67.050003,69.080002,67.000000,68.059998,68.059998,62087100
2014-02-20,67.730003,70.110001,65.730003,69.629997,69.629997,130928900
2014-02-21,69.690002,69.959999,68.449997,68.589996,68.589996,70932400
2014-02-24,68.739998,71.440002,68.540001,70.779999,70.779999,76620300
2014-02-25,70.949997,71.000000,69.449997,69.849998,69.849998,52077000
2014-02-26,70.190002,71.220001,68.849998,69.260002,69.260002,55322700
2014-02-27,69.339996,70.010002,68.870003,68.940002,68.940002,41653700
2014-02-28,69.470001,69.879997,67.379997,68.459999,68.459999,66783700
2014-03-03,66.959999,68.050003,66.510002,67.410004,67.410004,56824100
2014-03-04,68.660004,68.900002,67.620003,68.800003,68.800003,42013500
2014-03-05,69.690002,71.970001,69.620003,71.570000,71.570000,74567700
2014-03-06,71.879997,71.889999,70.250000,70.839996,70.839996,46026500
2014-03-07,71.080002,71.180000,69.470001,69.800003,69.800003,38927000
2014-03-10,70.769997,72.150002,70.510002,72.029999,72.029999,59871600
2014-03-11,72.500000,72.589996,69.959999,70.099998,70.099998,59408300
2014-03-12,69.860001,71.349998,69.000000,70.879997,70.879997,46340500
2014-03-13,71.290001,71.349998,68.150002,68.830002,68.830002,57091000
2014-03-14,68.489998,69.430000,67.459999,67.720001,67.720001,48227000
2014-03-17,68.180000,68.949997,66.620003,68.739998,68.739998,52197000
2014-03-18,68.760002,69.599998,68.300003,69.190002,69.190002,40827000
2014-03-19,69.169998,69.290001,67.470001,68.239998,68.239998,43981000
2014-03-20,68.010002,68.230003,66.820000,66.970001,66.970001,44439000
2014-03-21,67.529999,67.919998,66.180000,67.239998,67.239998,59999900
2014-03-24,67.190002,67.360001,63.360001,64.099998,64.099998,85696000
2014-03-25,64.889999,66.190002,63.779999,64.889999,64.889999,68786000
2014-03-26,64.739998,64.949997,60.369999,60.389999,60.389999,97503900
2014-03-27,60.509998,61.900002,57.980000,60.970001,60.970001,112650000
2014-03-28,61.340000,61.950001,59.340000,60.009998,60.009998,67052000
2014-03-31,60.779999,61.520000,59.869999,60.240002,60.240002,53011000
2014-04-01,60.459999,62.660000,60.240002,62.619999,62.619999,59291000
2014-04-02,63.209999,63.910000,62.209999,62.720001,62.720001,66277000
2014-04-03,62.549999,63.169998,59.130001,59.490002,59.490002,83859000
2014-04-04,59.939999,60.200001,56.320000,56.750000,56.750000,125214400
2014-04-07,55.900002,58.000000,55.439999,56.950001,56.950001,108488000
2014-04-08,57.680000,58.709999,57.169998,58.189999,58.189999,78836000
2014-04-09,59.630001,62.459999,59.189999,62.410000,62.410000,100215000
2014-04-10,63.080002,63.180000,58.680000,59.160000,59.160000,114988000
2014-04-11,57.599998,60.310001,57.310001,58.529999,58.529999,91452000
2014-04-14,60.090000,60.450001,57.779999,58.889999,58.889999,72325000
2014-04-15,59.290001,59.680000,55.880001,59.090000,59.090000,108623000
2014-04-16,59.790001,60.189999,57.740002,59.720001,59.720001,78774000
2014-04-17,59.299999,60.580002,58.720001,58.939999,58.939999,88040000
2014-04-21,59.459999,61.240002,59.150002,61.240002,61.240002,60364000
2014-04-22,62.650002,63.439999,62.220001,63.029999,63.029999,60631000
2014-04-23,63.450001,63.480000,61.259998,61.360001,61.360001,95908700
2014-04-24,63.599998,63.650002,59.770000,60.869999,60.869999,138769000
2014-04-25,59.970001,60.009998,57.570000,57.709999,57.709999,92502000
2014-04-28,58.049999,58.310001,54.660000,56.139999,56.139999,107758000
2014-04-29,56.090000,58.279999,55.840000,58.150002,58.150002,75557000
2014-04-30,57.580002,59.849998,57.160000,59.779999,59.779999,76093000
2014-05-01,60.430000,62.279999,60.209999,61.150002,61.150002,82429000
2014-05-02,61.299999,61.889999,60.180000,60.459999,60.459999,54189000
2014-05-05,59.669998,61.349998,59.180000,61.220001,61.220001,46057000
2014-05-06,60.980000,61.150002,58.490002,58.529999,58.529999,55901000
2014-05-07,58.770000,59.299999,56.259998,57.389999,57.389999,78587000
2014-05-08,57.230000,58.820000,56.500000,56.759998,56.759998,61251000
2014-05-09,56.849998,57.650002,56.380001,57.240002,57.240002,52584000
2014-05-12,57.980000,59.900002,57.980000,59.830002,59.830002,48575000
2014-05-13,59.660000,60.889999,59.509998,59.830002,59.830002,48525000
2014-05-14,59.529999,60.450001,58.950001,59.230000,59.230000,47429000
2014-05-15,59.259998,59.380001,57.520000,57.919998,57.919998,56814000
2014-05-16,58.310001,58.450001,57.310001,58.020000,58.020000,47933000
2014-05-19,57.889999,59.560001,57.570000,59.209999,59.209999,43034000
2014-05-20,59.500000,60.189999,58.180000,58.560001,58.560001,53931000
