Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,104.629997,104.910004,102.820000,103.320000,81.999290,2799700
2014-01-03,103.480003,103.940002,103.050003,103.089996,81.816757,3719600
2014-01-06,103.529999,103.669998,101.230003,101.750000,80.753288,3884800
2014-01-07,101.839996,102.889999,101.800003,102.080002,81.015160,3385700
2014-01-08,102.120003,102.279999,101.410004,102.000000,80.951683,3024400
2014-01-09,102.269997,102.540001,101.529999,102.120003,81.046898,2352000
2014-01-10,102.269997,102.639999,101.330002,102.519997,81.364372,3499500
2014-01-13,101.639999,102.529999,100.029999,100.230003,79.546921,3510100
2014-01-14,100.360001,100.989998,99.629997,100.930000,80.102455,3620300
2014-01-15,101.220001,101.440002,100.709999,101.050003,80.197731,2027700
2014-01-16,100.779999,101.070000,100.099998,100.489998,79.753281,2603900
2014-01-17,97.510002,100.309998,97.000000,99.910004,79.292969,10135500
2014-01-21,100.459999,100.589996,97.540001,98.570000,78.229462,5783200
2014-01-22,99.260002,99.360001,98.500000,98.989998,78.562805,3234100
2014-01-23,98.389999,98.540001,97.610001,97.940002,77.729477,4255100
2014-01-24,97.580002,97.690002,96.279999,96.330002,76.451714,5251600
2014-01-27,96.139999,96.620003,95.010002,95.169998,75.531082,4973700
2014-01-28,95.309998,95.809998,95.169998,95.809998,76.039009,3881700
2014-01-29,95.519997,96.000000,94.949997,95.330002,75.658066,4554500
2014-01-30,96.720001,97.000000,95.650002,95.779999,76.015213,4010000
2014-01-31,94.470001,95.970001,94.019997,95.230003,75.578720,4082600
2014-02-03,95.099998,95.919998,93.519997,93.620003,74.300941,5448600
2014-02-04,94.139999,94.230003,93.190002,93.889999,74.515228,3537300
2014-02-05,93.849998,94.330002,93.500000,93.760002,74.412041,4591300
2014-02-06,94.150002,94.930000,94.010002,94.739998,75.189819,4195600
2014-02-07,95.300003,95.599998,94.570000,95.370003,75.689819,2889700
2014-02-10,95.250000,95.459999,94.459999,94.730003,75.181900,4233800
2014-02-11,94.709999,96.470001,94.709999,96.160004,76.316788,3264600
2014-02-12,96.150002,96.760002,95.870003,96.029999,76.213615,2471300
2014-02-13,95.690002,96.739998,95.440002,96.559998,76.634239,2376400
2014-02-14,96.449997,97.370003,96.290001,97.239998,77.173920,3304300
2014-02-18,97.150002,97.910004,96.180000,96.489998,76.578705,3037500
2014-02-19,96.029999,96.370003,95.029999,95.180000,75.539024,4445200
2014-02-20,94.849998,96.239998,94.120003,95.669998,76.466171,4908700
2014-02-21,95.949997,96.730003,95.790001,96.110001,76.817848,3422600
2014-02-24,96.209999,97.000000,95.919998,95.949997,76.689972,2762600
2014-02-25,95.989998,96.190002,95.250000,95.449997,76.290344,3291400
2014-02-26,95.500000,95.849998,94.910004,95.199997,76.090546,2915700
2014-02-27,95.070000,95.639999,94.900002,95.550003,76.370277,2681600
2014-02-28,95.419998,96.339996,95.050003,95.769997,76.546112,4097100
2014-03-03,95.260002,95.800003,94.809998,95.779999,76.554092,3013500
2014-03-04,96.449997,97.199997,96.430000,96.980003,77.513229,3310100
2014-03-05,97.000000,97.379997,96.800003,97.080002,77.593170,2444900
2014-03-06,97.370003,97.989998,97.160004,97.860001,78.216591,3229100
2014-03-07,98.260002,98.800003,98.000000,98.220001,78.504318,2741400
2014-03-10,98.199997,98.750000,98.000000,98.739998,78.919937,2630100
2014-03-11,99.000000,99.070000,98.120003,98.309998,78.576248,2583500
2014-03-12,98.000000,98.589996,97.489998,98.519997,78.744095,2625300
2014-03-13,98.820000,98.930000,96.580002,97.099998,77.609131,4769500
2014-03-14,97.080002,97.230003,96.080002,96.269997,76.945732,4129300
2014-03-17,96.800003,97.349998,96.750000,96.989998,77.521225,2130500
2014-03-18,96.849998,97.820000,96.849998,97.410004,77.856934,2023100
2014-03-19,97.540001,97.989998,96.379997,96.949997,77.489250,2511300
2014-03-20,96.790001,96.949997,96.230003,96.910004,77.457291,1941700
2014-03-21,97.720001,98.050003,96.639999,96.860001,77.417297,4303700
2014-03-24,97.070000,97.459999,96.330002,97.339996,77.800957,3500000
2014-03-25,97.599998,98.010002,97.320000,97.650002,78.048729,2308300
2014-03-26,98.000000,98.239998,96.720001,96.750000,77.329384,3253100
2014-03-27,96.849998,97.089996,96.250000,97.050003,77.569176,2846100
2014-03-28,97.150002,97.779999,97.080002,97.339996,77.800957,1937100
2014-03-31,97.589996,97.760002,97.080002,97.379997,77.832924,2397600
2014-04-01,97.739998,97.800003,97.089996,97.339996,77.800957,2552200
2014-04-02,97.459999,98.250000,97.400002,97.970001,78.304497,3117400
2014-04-03,98.070000,98.820000,97.980003,98.519997,78.744095,2182600
2014-04-04,98.889999,99.410004,97.739998,98.099998,78.408401,2958400
2014-04-07,98.349998,98.430000,97.339996,97.360001,77.816956,2899300
2014-04-08,97.110001,97.809998,96.820000,97.419998,77.864906,3315400
2014-04-09,97.510002,98.110001,97.160004,97.849998,78.208580,2984800
2014-04-10,97.949997,98.129997,96.430000,96.629997,77.233467,3962800
2014-04-11,96.419998,96.900002,96.190002,96.269997,76.945732,2899400
2014-04-14,96.849998,97.089996,95.739998,96.089996,76.801849,3179700
2014-04-15,96.400002,96.580002,95.449997,95.779999,76.554092,6511200
