Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,1159.969971,1161.290039,1140.000000,1145.439941,1145.439941,653300
2014-01-03,1147.000000,1152.689941,1131.439941,1132.680054,1132.680054,622900
2014-01-06,1132.280029,1144.439941,1113.010010,1139.530029,1139.530029,656600
2014-01-07,1146.819946,1165.890015,1142.000000,1163.069946,1163.069946,669400
2014-01-08,1163.989990,1168.099976,1156.510010,1157.500000,1157.500000,508700
2014-01-09,1157.949951,1162.829956,1144.250000,1153.689941,1153.689941,474800
2014-01-10,1156.410034,1156.410034,1142.439941,1148.839966,1148.839966,489700
2014-01-13,1142.569946,1163.479980,1133.640015,1139.719971,1139.719971,612800
2014-01-14,1138.819946,1160.900024,1133.030029,1159.209961,1159.209961,624000
2014-01-15,1160.099976,1174.339966,1160.099976,1172.859985,1172.859985,576400
2014-01-16,1170.520020,1189.989990,1170.520020,1184.650024,1184.650024,786400
2014-01-17,1185.209961,1186.859985,1167.430054,1178.040039,1178.040039,610100
2014-01-21,1181.500000,1206.979980,1176.500000,1205.949951,1205.949951,754700
2014-01-22,1207.989990,1214.189941,1204.469971,1213.290039,1213.290039,632200
2014-01-23,1207.000000,1214.969971,1196.150024,1208.859985,1208.859985,531700
2014-01-24,1195.000000,1203.160034,1172.640015,1179.930054,1179.930054,867000
2014-01-27,1181.069946,1186.989990,1138.219971,1143.239990,1143.239990,1203000
2014-01-28,1154.400024,1168.640015,1150.170044,1162.530029,1162.530029,632500
2014-01-29,1150.000000,1157.699951,1132.969971,1133.790039,1133.790039,684900
2014-01-30,1145.160034,1162.760010,1141.770020,1160.000000,1160.000000,791600
2014-01-31,1143.439941,1161.040039,1139.170044,1144.890015,1144.890015,810700
2014-02-03,1143.829956,1151.089966,1107.250000,1113.489990,1113.489990,736600
2014-02-04,1117.939941,1128.829956,1107.199951,1126.119995,1126.119995,553000
2014-02-05,1123.239990,1133.920044,1103.900024,1124.010010,1124.010010,532300
2014-02-06,1128.420044,1145.510010,1125.989990,1138.339966,1138.339966,452200
2014-02-07,1159.369995,1196.560059,1157.530029,1195.390015,1195.390015,1393400
2014-02-10,1190.989990,1212.000000,1187.040039,1207.819946,1207.819946,584300
2014-02-11,1207.000000,1215.949951,1201.069946,1213.930054,1213.930054,544200
2014-02-12,1222.939941,1249.599976,1213.930054,1246.640015,1246.640015,1145800
2014-02-13,1241.479980,1282.599976,1239.219971,1276.069946,1276.069946,1222300
2014-02-14,1276.079956,1284.699951,1269.150024,1279.979980,1279.979980,906600
2014-02-18,1283.599976,1313.819946,1276.010010,1301.640015,1301.640015,1111300
2014-02-19,1302.000000,1309.000000,1271.189941,1273.760010,1273.760010,1065600
2014-02-20,1284.099976,1286.000000,1254.030029,1283.000000,1283.000000,1719100
2014-02-21,1327.880005,1333.119995,1283.000000,1315.650024,1315.650024,2073200
2014-02-24,1317.000000,1324.000000,1304.130005,1313.670044,1313.670044,825500
2014-02-25,1316.890015,1357.160034,1315.150024,1353.489990,1353.489990,1215200
2014-02-26,1358.520020,1375.410034,1342.000000,1356.939941,1356.939941,1097000
2014-02-27,1357.130005,1363.089966,1350.000000,1357.790039,1357.790039,629800
2014-02-28,1356.849976,1367.050049,1339.420044,1348.839966,1348.839966,926400
2014-03-03,1330.939941,1342.030029,1321.000000,1338.239990,1338.239990,701400
2014-03-04,1349.209961,1369.000000,1347.010010,1368.319946,1368.319946,670900
2014-03-05,1365.969971,1371.229980,1356.500000,1370.430054,1370.430054,476900
2014-03-06,1370.750000,1378.959961,1361.099976,1364.400024,1364.400024,484500
2014-03-07,1372.550049,1373.890015,1354.050049,1358.040039,1358.040039,562500
2014-03-10,1356.930054,1358.839966,1332.800049,1343.439941,1343.439941,630400
2014-03-11,1347.689941,1347.689941,1323.619995,1326.300049,1326.300049,628100
2014-03-12,1322.969971,1338.979980,1315.500000,1332.579956,1332.579956,633900
2014-03-13,1337.989990,1338.140015,1294.630005,1299.729980,1299.729980,967200
2014-03-14,1294.979980,1296.969971,1267.050049,1267.930054,1267.930054,865000
2014-03-17,1273.160034,1308.790039,1267.000000,1287.959961,1287.959961,900600
2014-03-18,1295.180054,1305.390015,1290.699951,1304.430054,1304.430054,566700
2014-03-19,1307.689941,1314.699951,1277.569946,1287.229980,1287.229980,708400
2014-03-20,1285.670044,1300.000000,1272.170044,1292.390015,1292.390015,636200
2014-03-21,1316.989990,1316.989990,1267.640015,1268.839966,1268.839966,1170000
2014-03-24,1275.000000,1275.989990,1211.900024,1227.930054,1227.930054,1436700
2014-03-25,1232.079956,1244.800049,1203.280029,1223.699951,1223.699951,1418700
2014-03-26,1229.569946,1240.000000,1188.569946,1188.770020,1188.770020,1065800
2014-03-27,1188.770020,1191.969971,1156.410034,1182.250000,1182.250000,1630100
2014-03-28,1189.180054,1214.630005,1182.619995,1192.010010,1192.010010,1164800
2014-03-31,1205.459961,1214.569946,1190.260010,1191.890015,1191.890015,776700
2014-04-01,1203.209961,1251.839966,1201.109985,1251.369995,1251.369995,1210600
2014-04-02,1256.189941,1276.739990,1249.510010,1266.660034,1266.660034,1018000
2014-04-03,1265.000000,1265.819946,1224.010010,1237.449951,1237.449951,1061200
2014-04-04,1248.000000,1249.989990,1177.949951,1178.079956,1178.079956,2047200
2014-04-07,1167.500000,1189.859985,1138.000000,1169.729980,1169.729980,1752800
2014-04-08,1175.160034,1196.989990,1168.010010,1187.540039,1187.540039,1303100
2014-04-09,1197.359985,1235.089966,1185.349976,1234.630005,1234.630005,1487500
2014-04-10,1231.719971,1234.849976,1174.079956,1177.300049,1177.300049,1558400
2014-04-11,1160.010010,1177.089966,1147.459961,1156.209961,1156.209961,1610700
2014-04-14,1168.270020,1187.969971,1152.739990,1167.209961,1167.209961,976500
2014-04-15,1171.969971,1182.380005,1141.329956,1169.750000,1169.750000,1028800
2014-04-16,1177.500000,1213.300049,1174.180054,1212.250000,1212.250000,1412500
2014-04-17,1205.739990,1224.619995,1203.000000,1208.359985,1208.359985,1059700
2014-04-21,1212.599976,1224.140015,1204.369995,1221.040039,1221.040039,572100
2014-04-22,1226.770020,1237.150024,1220.150024,1230.000000,1230.000000,669800
2014-04-23,1231.729980,1234.750000,1213.709961,1219.949951,1219.949951,581900
2014-04-24,1232.000000,1235.449951,1203.709961,1217.030029,1217.030029,611300
2014-04-25,1212.000000,1212.000000,1154.000000,1157.239990,1157.239990,1395900
2014-04-28,1158.000000,1158.989990,1107.270020,1139.719971,1139.719971,1538900
2014-04-29,1147.579956,1165.000000,1133.199951,1154.839966,1154.839966,788000
2014-04-30,1145.219971,1159.939941,1137.770020,1157.750000,1157.750000,621700
2014-05-01,1163.920044,1193.780029,1156.390015,1180.599976,1180.599976,929400
2014-05-02,1188.579956,1196.189941,1170.520020,1179.930054,1179.930054,692400
2014-05-05,1170.150024,1193.439941,1160.020020,1191.609985,1191.609985,493600
2014-05-06,1190.219971,1191.540039,1166.569946,1168.359985,1168.359985,600600
2014-05-07,1173.010010,1174.000000,1124.410034,1131.739990,1131.739990,1155100
2014-05-08,1096.609985,1152.979980,1087.260010,1108.000000,1108.000000,2618500
2014-05-09,1115.609985,1138.459961,1111.520020,1135.910034,1135.910034,1192700
2014-05-12,1143.969971,1165.890015,1143.010010,1163.319946,1163.319946,777600
2014-05-13,1163.589966,1172.000000,1157.489990,1159.910034,1159.910034,593800
2014-05-14,1158.569946,1166.520020,1141.160034,1145.810059,1145.810059,638400
2014-05-15,1142.949951,1143.000000,1118.140015,1136.250000,1136.250000,859200
2014-05-16,1136.270020,1139.000000,1121.359985,1137.160034,1137.160034,790700
2014-05-19,1131.770020,1162.349976,1128.930054,1158.790039,1158.790039,777900
2014-05-20,1161.410034,1166.619995,1143.530029,1150.280029,1150.280029,636500
2014-05-21,1158.599976,1177.880005,1149.319946,1177.439941,1177.439941,686300
2014-05-22,1177.000000,1186.000000,1171.949951,1178.060059,1178.060059,560200
2014-05-23,1179.099976,1197.479980,1175.209961,1197.119995,1197.119995,527400
2014-05-27,1206.160034,1259.839966,1206.160034,1259.109985,1259.109985,1348700
2014-05-28,1256.500000,1275.000000,1246.050049,1270.020020,1270.020020,894800
