Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,205.000000,213.419998,202.350006,210.550003,210.550003,652100
2019-01-03,205.389999,207.970001,199.205002,199.600006,199.600006,800600
2019-01-04,204.289993,204.839996,200.679993,202.470001,202.470001,1185000
2019-01-07,209.149994,213.440002,205.619995,209.919998,209.919998,1320800
2019-01-08,213.669998,215.119995,210.380005,214.279999,214.279999,763900
2019-01-09,215.210007,218.949997,214.029999,216.949997,216.949997,571600
2019-01-10,215.320007,219.134003,214.100006,217.960007,217.960007,408300
2019-01-11,215.960007,218.940002,214.009995,218.100006,218.100006,406000
2019-01-14,216.089996,217.899994,214.490005,215.580002,215.580002,422200
2019-01-15,216.440002,223.500000,216.440002,222.850006,222.850006,706700
2019-01-16,222.880005,227.250000,220.929993,221.240005,221.240005,527000
2019-01-17,219.789993,222.149994,219.639999,221.029999,221.029999,686800
2019-01-18,229.190002,233.160004,225.000000,232.080002,232.080002,1465700
2019-01-22,230.000000,230.240005,221.669998,222.990005,222.990005,823800
2019-01-23,224.979996,227.227005,220.009995,222.289993,222.289993,449700
2019-01-24,222.529999,226.899994,222.529999,226.449997,226.449997,406900
2019-01-25,227.979996,228.800003,226.009995,227.259995,227.259995,746800
2019-01-28,223.500000,223.509995,211.339996,215.320007,215.320007,1161600
2019-01-29,215.149994,216.009995,205.399994,206.419998,206.419998,1016900
2019-01-30,209.000000,210.729996,204.934998,210.240005,210.240005,834000
2019-01-31,210.500000,216.070007,210.250000,214.779999,214.779999,614000
2019-02-01,215.330002,222.809998,215.270004,220.500000,220.500000,853300
2019-02-04,220.080002,221.917007,217.160004,218.429993,218.429993,501800
2019-02-05,218.889999,226.000000,218.889999,224.029999,224.029999,660500
2019-02-06,224.460007,227.000000,222.770004,224.669998,224.669998,529800
2019-02-07,222.839996,224.000000,218.399994,220.279999,220.279999,400300
2019-02-08,218.440002,226.389999,218.440002,226.339996,226.339996,707700
2019-02-11,227.729996,230.800003,227.240005,229.179993,229.179993,727300
2019-02-12,231.320007,239.399994,230.630005,238.449997,238.449997,1351100
2019-02-13,240.000000,240.500000,233.764999,236.399994,236.399994,977200
2019-02-14,236.770004,242.339996,236.052994,240.779999,240.779999,1586300
2019-02-15,259.750000,268.613007,254.800003,263.950012,263.950012,4090100
2019-02-19,264.589996,272.720001,263.679993,269.579987,269.579987,1911100
2019-02-20,270.170013,274.815002,267.220001,270.720001,270.720001,1128600
2019-02-21,268.190002,271.869995,266.545990,270.500000,270.500000,689700
2019-02-22,271.880005,275.350006,270.820007,274.970001,274.970001,746400
2019-02-25,278.500000,283.010010,278.500000,279.299988,279.299988,874300
2019-02-26,278.250000,281.859985,278.250000,280.529999,280.529999,654800
2019-02-27,280.500000,285.000000,280.100006,283.989990,283.989990,690600
2019-02-28,283.989990,286.549988,281.964996,285.250000,285.250000,660400
2019-03-01,287.600006,288.489990,283.829987,286.540009,286.540009,837900
2019-03-04,288.000000,289.769989,279.462006,284.399994,284.399994,787400
2019-03-05,284.779999,285.220001,276.040009,277.779999,277.779999,1087700
2019-03-06,277.109985,279.000000,268.730011,275.100006,275.100006,896200
2019-03-07,275.540009,278.000000,271.420013,276.230011,276.230011,550900
2019-03-08,269.519989,275.329987,266.630005,274.549988,274.549988,555600
2019-03-11,275.230011,283.529999,275.230011,281.799988,281.799988,568800
2019-03-12,283.040009,287.279999,281.220001,285.089996,285.089996,715000
2019-03-13,288.859985,296.000000,287.100006,292.510010,292.510010,1145500
2019-03-14,291.809998,293.964996,289.821991,292.609985,292.609985,509700
2019-03-15,294.799988,299.589996,293.329987,296.760010,296.760010,1026500
2019-03-18,296.760010,304.970001,294.821991,299.200012,299.200012,1042100
2019-03-19,300.489990,300.750000,294.600006,295.179993,295.179993,904500
2019-03-20,297.549988,300.019989,294.940002,298.450012,298.450012,592200
2019-03-21,304.609985,316.670013,303.160004,315.019989,315.019989,1665100
2019-03-22,312.329987,314.899994,299.589996,300.160004,300.160004,1134800
2019-03-25,298.119995,302.399994,295.179993,301.230011,301.230011,624200
2019-03-26,305.600006,314.278015,305.559998,309.799988,309.799988,959000
2019-03-27,310.980011,314.079987,305.529999,311.329987,311.329987,785800
2019-03-28,312.239990,315.179993,309.929993,312.299988,312.299988,632500
2019-03-29,314.950012,316.234985,311.700012,314.459991,314.459991,670000
2019-04-01,318.739990,319.410004,314.700012,318.359985,318.359985,794600
2019-04-02,318.959991,320.880005,317.049988,318.429993,318.429993,645600
2019-04-03,322.769989,325.000000,319.649994,321.750000,321.750000,770600
2019-04-04,322.000000,323.980011,310.470001,313.149994,313.149994,960800
