Date,Open,High,Low,Close,Adj Close,Volume
2017-04-03,44.680000,45.049999,44.400002,44.610001,41.423042,16044300
2017-04-04,44.610001,44.740002,44.380001,44.590000,41.404472,9161300
2017-04-05,44.740002,44.970001,44.410000,44.490002,41.311619,9445100
2017-04-06,44.529999,44.529999,44.139999,44.180000,41.023777,11557800
2017-04-07,44.090000,44.389999,43.990002,44.290001,41.125912,13446600
2017-04-10,44.209999,44.450001,43.959999,44.000000,41.032654,11668600
2017-04-11,43.889999,44.450001,43.759998,44.169998,41.191189,15422400
2017-04-12,44.330002,44.410000,44.029999,44.180000,41.200508,8457000
2017-04-13,44.189999,44.450001,43.980000,44.000000,41.032654,11838300
2017-04-17,44.119999,44.360001,44.000000,44.290001,41.303097,10999300
2017-04-18,44.209999,44.580002,44.139999,44.520000,41.517578,10446700
2017-04-19,44.439999,44.540001,44.080002,44.189999,41.209839,10712000
2017-04-20,44.259998,44.630001,44.169998,44.529999,41.526909,10880900
2017-04-21,44.590000,44.740002,44.400002,44.430000,41.433651,11556000
2017-04-24,44.970001,44.990002,44.619999,44.840000,41.816013,10848900
2017-04-25,44.980000,44.980000,44.599998,44.720001,41.704098,12436800
2017-04-26,44.750000,45.040001,44.639999,44.689999,41.676117,10122400
2017-04-27,44.880001,44.939999,44.650002,44.770000,41.750721,8221000
2017-04-28,44.740002,44.959999,44.520000,44.959999,41.927914,12962700
2017-05-01,45.009998,45.180000,44.869999,45.049999,42.011848,9118300
2017-05-02,45.000000,45.349998,44.970001,45.130001,42.086445,11649600
2017-05-03,45.049999,45.160000,44.770000,44.889999,41.862621,10695900
2017-05-04,44.959999,45.779999,44.950001,45.470001,42.403515,15505200
2017-05-05,45.709999,45.779999,45.360001,45.580002,42.506104,8443400
2017-05-08,45.480000,45.709999,45.419998,45.560001,42.487450,7559600
2017-05-09,45.500000,45.680000,45.380001,45.480000,42.412830,6530600
2017-05-10,45.520000,45.560001,45.290001,45.529999,42.459469,6906100
2017-05-11,45.410000,45.410000,44.970001,45.160000,42.114414,8996400
2017-05-12,45.009998,45.150002,44.919998,45.080002,42.039822,7965100
2017-05-15,45.240002,45.360001,45.090000,45.320000,42.263638,9694000
2017-05-16,45.360001,45.369999,45.150002,45.290001,42.235653,7944500
2017-05-17,45.290001,45.290001,44.200001,44.230000,41.247147,18489200
2017-05-18,44.060001,44.410000,43.599998,44.169998,41.191189,12777600
2017-05-19,44.209999,44.520000,44.169998,44.310001,41.321743,11519200
2017-05-22,44.330002,44.650002,44.279999,44.630001,41.620174,9805800
2017-05-23,44.680000,44.840000,44.520000,44.560001,41.554882,6873700
2017-05-24,44.650002,44.880001,44.500000,44.830002,41.806679,7653600
2017-05-25,44.990002,45.299999,44.830002,45.200001,42.151718,7597600
2017-05-26,45.209999,45.450001,45.060001,45.259998,42.207676,6899700
2017-05-30,45.110001,45.459999,45.110001,45.419998,42.356876,10769800
2017-05-31,45.419998,45.549999,45.259998,45.389999,42.328903,14757600
2017-06-01,45.520000,45.799999,45.360001,45.790001,42.701939,8138900
2017-06-02,45.880001,46.070000,45.480000,45.660000,42.580700,11794600
2017-06-05,45.689999,46.000000,45.669998,45.919998,42.823166,8617300
2017-06-06,45.730000,45.840000,45.599998,45.610001,42.534073,7449500
2017-06-07,45.619999,45.650002,45.139999,45.400002,42.338238,7688700
2017-06-08,45.400002,45.860001,45.310001,45.419998,42.356876,12889500
2017-06-09,45.400002,45.669998,44.680000,45.029999,41.993179,12188400
2017-06-12,44.650002,44.849998,43.740002,44.849998,41.825333,16189900
2017-06-13,45.070000,45.240002,44.619999,44.980000,41.946560,10705800
2017-06-14,45.160000,45.279999,44.490002,44.810001,41.788029,12024600
2017-06-15,44.549999,44.820000,44.369999,44.680000,41.666786,10394600
2017-06-16,44.750000,45.099998,44.529999,45.090000,42.049137,15930900
2017-06-19,45.270000,45.750000,45.209999,45.730000,42.645988,12787700
2017-06-20,45.759998,46.320000,45.599998,45.840000,42.748562,15299600
2017-06-21,46.150002,46.540001,46.080002,46.330002,43.205521,30757300
2017-06-22,46.330002,51.849998,46.330002,50.299999,46.907780,63193900
2017-06-23,50.240002,51.840000,50.070000,50.950001,47.513947,42812500
2017-06-26,50.990002,51.700001,50.770000,50.860001,47.430023,29453400
2017-06-27,50.750000,51.450001,50.520000,50.750000,47.327438,17876400
2017-06-28,51.070000,51.090000,50.810001,50.869999,47.439342,15981600
2017-06-29,50.759998,50.889999,49.980000,50.200001,46.814533,13929100
2017-06-30,50.180000,50.520000,50.080002,50.139999,46.758564,13146400
2017-07-03,50.049999,50.130001,49.320000,49.360001,46.031174,10883200
2017-07-05,49.799999,50.029999,49.410000,49.459999,46.124432,15775300
2017-07-06,49.250000,49.419998,48.770000,48.849998,45.555561,14411900
2017-07-07,48.830002,49.439999,48.830002,49.349998,46.021854,10889400
2017-07-10,49.270000,49.830002,49.220001,49.619999,46.273640,10098500
2017-07-11,49.529999,49.889999,49.410000,49.880001,46.516109,9751100
2017-07-12,50.020000,50.480000,49.959999,50.450001,47.047665,14461400
2017-07-13,50.549999,50.680000,50.250000,50.349998,46.954399,11959900
2017-07-14,50.270000,50.650002,50.270000,50.560001,47.150249,9875900
2017-07-17,50.310001,50.580002,50.240002,50.439999,47.215771,8093600
2017-07-18,50.340000,50.700001,50.160000,50.450001,47.225132,14104800
2017-07-19,50.459999,51.099998,50.360001,51.000000,47.739975,13312800
2017-07-20,51.139999,51.259998,50.840000,51.130001,47.861664,8772500
2017-07-21,50.869999,51.150002,50.650002,50.799999,47.552761,8791900
2017-07-24,50.799999,50.900002,50.610001,50.759998,47.515308,7639100
2017-07-25,50.910000,51.230000,50.790001,51.169998,47.899105,10536200
2017-07-26,51.150002,51.189999,51.020000,51.169998,47.899105,5724500
2017-07-27,51.299999,51.360001,50.189999,50.450001,47.225132,16508800
2017-07-28,50.189999,50.490002,50.040001,50.299999,47.084721,8996400
2017-07-31,50.480000,50.500000,49.900002,49.930000,46.738373,10066600
2017-08-01,50.150002,50.220001,49.820000,50.160000,46.953663,6066200
2017-08-02,50.259998,50.310001,49.580002,49.770000,46.588596,8720700
2017-08-03,49.919998,50.410000,49.730000,50.230000,47.019188,9490100
2017-08-04,50.180000,50.209999,49.869999,49.959999,46.766457,7025300
2017-08-07,50.000000,50.090000,49.529999,49.639999,46.466904,8280300
2017-08-08,49.540001,49.830002,48.970001,49.099998,45.961422,14684300
2017-08-09,48.980000,49.389999,48.860001,49.060001,45.923985,15872400
2017-08-10,48.959999,48.959999,48.049999,48.099998,45.025345,13391100
2017-08-11,48.180000,48.439999,47.980000,48.240002,45.156406,11704600
2017-08-14,48.480000,48.959999,48.470001,48.849998,45.727402,9229100
2017-08-15,48.889999,49.060001,48.770000,48.830002,45.708683,10663500
2017-08-16,48.970001,49.320000,48.759998,49.250000,46.101833,9881200
2017-08-17,49.169998,49.310001,48.549999,48.549999,45.446583,9661600
2017-08-18,48.450001,48.880001,48.310001,48.619999,45.512104,10248400
2017-08-21,48.650002,48.959999,48.540001,48.900002,45.774212,7293400
2017-08-22,49.119999,49.349998,48.990002,49.259998,46.111195,9233000
2017-08-23,49.060001,49.430000,48.939999,49.070000,45.933342,6895400
2017-08-24,49.070000,49.259998,48.880001,49.189999,46.045670,7365500
2017-08-25,49.439999,49.439999,49.150002,49.240002,46.092472,7853300
2017-08-28,49.389999,49.389999,49.040001,49.240002,46.092472,6211300
2017-08-29,48.880001,49.570000,48.750000,49.450001,46.289063,7245900
2017-08-30,49.500000,49.950001,49.360001,49.799999,46.616680,6957400
2017-08-31,49.880001,50.520000,49.840000,50.330002,47.112812,12958100
2017-09-01,50.349998,50.880001,50.349998,50.619999,47.384266,8716800
2017-09-05,50.529999,51.080002,50.470001,50.930000,47.674454,15610700
2017-09-06,51.080002,51.230000,50.799999,51.009998,47.749332,15615600
2017-09-07,51.189999,51.779999,51.029999,51.730000,48.423317,11516800
2017-09-08,51.799999,51.880001,51.380001,51.580002,48.282898,10356500
2017-09-11,51.880001,52.610001,51.810001,52.490002,49.134731,16526300
2017-09-12,52.639999,52.889999,52.470001,52.770000,49.396828,13352400
2017-09-13,52.520000,52.980000,52.450001,52.799999,49.424911,14463000
2017-09-14,52.759998,53.139999,52.320000,52.790001,49.415558,21901600
2017-09-15,50.650002,50.700001,48.480000,48.740002,45.624435,66367900
2017-09-18,48.880001,49.060001,48.090000,48.330002,45.240650,29434700
2017-09-19,48.490002,48.500000,47.880001,48.040001,44.969185,23070700
2017-09-20,48.000000,48.189999,47.689999,47.970001,44.903667,21257300
2017-09-21,47.820000,48.189999,47.820000,47.970001,44.903667,15656300
2017-09-22,47.919998,48.430000,47.919998,48.160000,45.081512,15341900
2017-09-25,48.520000,48.540001,47.639999,47.970001,44.903667,15663600
2017-09-26,48.099998,48.209999,47.889999,47.919998,44.856853,18679900
2017-09-27,48.049999,48.360001,47.950001,48.160000,45.081512,14499200
2017-09-28,48.200001,48.250000,48.009998,48.080002,45.006626,12997700
2017-09-29,48.189999,48.750000,47.959999,48.349998,45.259369,44896600
2017-10-02,48.720001,49.000000,48.570000,48.799999,45.680603,26097300
2017-10-03,48.950001,48.959999,48.540001,48.689999,45.577629,12710800
2017-10-04,48.990002,49.189999,48.759998,48.900002,45.774212,15204500
2017-10-05,48.959999,49.029999,48.500000,48.910000,45.783573,13886100
2017-10-06,48.639999,48.700001,48.220001,48.400002,45.306179,16340400
2017-10-09,48.360001,48.580002,48.169998,48.360001,45.268726,10173000
2017-10-10,48.160000,48.459999,48.000000,48.209999,45.306320,15630500
2017-10-11,48.160000,48.470001,48.160000,48.279999,45.372108,12588300
2017-10-12,48.270000,48.480000,48.110001,48.230000,45.325111,11715600
2017-10-13,48.369999,48.709999,48.330002,48.610001,45.682228,10142300
2017-10-16,48.610001,48.910000,48.490002,48.860001,45.917171,9378100
2017-10-17,48.820000,49.299999,48.709999,49.189999,46.227291,14191300
2017-10-18,49.500000,49.759998,49.160000,49.580002,46.593807,12064100
2017-10-19,49.439999,49.669998,49.189999,49.349998,46.377659,10048600
2017-10-20,49.540001,49.790001,49.160000,49.250000,46.283676,15501500
2017-10-23,49.279999,49.660000,49.220001,49.310001,46.340065,14633400
2017-10-24,49.330002,50.139999,49.250000,49.980000,46.969711,17562400
2017-10-25,49.889999,50.650002,49.639999,49.700001,46.706581,20635800
2017-10-26,50.110001,50.299999,49.770000,50.150002,47.129475,16952900
2017-10-27,50.290001,50.970001,50.029999,50.880001,47.815506,15099500
2017-10-30,50.630001,50.750000,50.240002,50.680000,47.627548,9049800
2017-10-31,50.730000,51.279999,50.450001,50.900002,47.834301,14453100
2017-11-01,51.099998,51.169998,50.570000,50.639999,47.589954,10128000
2017-11-02,50.540001,50.700001,50.119999,50.279999,47.251644,10389800
2017-11-03,50.360001,50.439999,50.160000,50.180000,47.157669,15814500
2017-11-06,50.099998,50.549999,50.020000,50.400002,47.364418,9678000
2017-11-07,50.430000,50.580002,50.080002,50.490002,47.448997,6796500
2017-11-08,50.330002,50.740002,50.200001,50.540001,47.495979,7977900
2017-11-09,50.139999,50.220001,48.540001,49.240002,46.274284,16195400
2017-11-10,49.000000,49.369999,48.750000,49.320000,46.349464,9944200
2017-11-13,49.099998,49.430000,49.060001,49.400002,46.424652,6566700
2017-11-14,49.320000,49.330002,48.900002,49.200001,46.236687,8498900
2017-11-15,48.880001,49.080002,48.730000,48.820000,45.879578,9425100
2017-11-16,49.110001,49.619999,49.009998,49.200001,46.236687,11738500
2017-11-17,49.000000,49.230000,48.849998,48.939999,45.992352,10035100
2017-11-20,49.040001,49.160000,48.919998,49.020000,46.067535,11525100
2017-11-21,49.000000,49.099998,48.500000,48.630001,45.701019,18313300
2017-11-22,48.560001,48.830002,48.419998,48.580002,45.654030,10618900
2017-11-24,48.880001,49.130001,48.689999,49.009998,46.058128,6008300
2017-11-27,48.939999,49.220001,48.750000,48.880001,45.935966,13395600
2017-11-28,48.880001,49.200001,48.849998,49.009998,46.058128,13930600
2017-11-29,48.849998,48.860001,48.200001,48.520000,45.597649,14377600
2017-11-30,48.889999,49.330002,48.889999,49.060001,46.105133,24701100
2017-12-01,49.049999,50.000000,48.900002,49.610001,46.621994,15899500
2017-12-04,49.820000,49.820000,48.360001,48.400002,45.484871,13473900
2017-12-05,48.439999,48.650002,47.970001,47.990002,45.099575,17858900
2017-12-06,48.259998,48.590000,47.630001,48.419998,45.503677,12974500
2017-12-07,48.619999,48.810001,48.299999,48.520000,45.597649,13482800
2017-12-08,48.900002,49.689999,48.700001,49.599998,46.612595,14732300
2017-12-11,49.610001,50.500000,49.560001,50.470001,47.430195,15852800
2017-12-12,50.000000,50.709999,49.950001,50.389999,47.355022,17464000
2017-12-13,50.330002,50.509998,50.009998,50.049999,47.035500,17196900
2017-12-14,50.139999,50.400002,49.939999,50.189999,47.167057,22259300
2017-12-15,48.480000,48.480000,47.000000,48.299999,45.390896,75176000
2017-12-18,48.430000,48.849998,47.680000,47.709999,44.836433,25156800
2017-12-19,47.959999,48.349998,47.740002,47.820000,44.939812,28664300
2017-12-20,47.880001,48.049999,47.790001,47.900002,45.014988,11432200
2017-12-21,48.110001,48.110001,47.230000,47.279999,44.432327,18396800
2017-12-22,47.169998,47.400002,47.099998,47.360001,44.507519,11197300
2017-12-26,47.369999,47.580002,47.250000,47.430000,44.573299,7650200
2017-12-27,47.250000,47.470001,47.150002,47.380001,44.526310,8132200
2017-12-28,47.299999,47.549999,47.299999,47.520000,44.657875,7777600
2017-12-29,47.529999,47.880001,47.279999,47.279999,44.432327,9750000
