Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,49.419998,49.419998,48.299999,48.660000,44.223190,12323200
2016-01-05,49.310001,49.750000,47.040001,48.570000,44.141399,14557200
2016-01-06,47.790001,49.299999,47.630001,48.930000,44.468582,10375900
2016-01-07,48.389999,48.680000,46.740002,47.000000,42.714558,11301100
2016-01-08,47.480000,48.950001,46.490002,46.610001,42.360115,10850300
2016-01-11,46.990002,47.290001,45.570000,46.740002,42.478264,12096400
2016-01-12,47.070000,47.480000,45.820000,46.959999,42.678200,12163400
2016-01-13,47.500000,47.500000,44.540001,44.939999,40.842388,10964500
2016-01-14,45.029999,45.750000,44.020000,45.340000,41.205914,11555000
2016-01-15,43.880001,45.360001,43.450001,44.500000,40.442509,16408600
2016-01-19,45.799999,46.750000,45.189999,45.959999,41.769386,16014700
2016-01-20,46.090000,46.759998,42.540001,45.689999,41.523998,21927500
2016-01-21,46.650002,47.119999,45.369999,46.520000,42.278316,12817400
2016-01-22,47.090000,47.490002,46.529999,46.759998,42.496441,9419500
2016-01-25,47.590000,47.619999,45.849998,45.939999,41.751205,8602600
2016-01-26,46.490002,46.900002,45.630001,46.110001,41.905708,8685100
2016-01-27,46.360001,47.000000,44.619999,44.720001,40.642437,10669700
2016-01-28,44.840000,45.000000,42.520000,43.200001,39.261032,13996900
2016-01-29,43.139999,44.340000,42.419998,44.290001,40.251656,12820100
2016-02-01,44.730000,45.580002,44.009998,45.209999,41.087769,8618200
2016-02-02,45.189999,45.520000,43.320000,43.610001,39.633656,8994000
2016-02-03,43.970001,44.150002,42.110001,43.799999,39.806324,10049100
2016-02-04,43.779999,44.369999,43.360001,44.040001,40.024441,9444000
2016-02-05,44.139999,44.549999,41.669998,42.009998,38.179543,14206000
2016-02-08,41.310001,41.599998,40.049999,40.770000,37.052597,15450900
2016-02-09,40.349998,42.490002,40.029999,41.980000,38.152275,12082600
2016-02-10,42.630001,43.779999,42.470001,43.270000,39.324654,11356200
2016-02-11,42.619999,43.520000,42.139999,42.700001,38.806641,10019500
2016-02-12,43.000000,43.139999,42.139999,42.990002,39.194096,7552700
2016-02-16,43.490002,44.669998,43.090000,44.580002,40.643707,8128800
2016-02-17,44.980000,46.270000,44.950001,46.099998,42.029495,10338400
2016-02-18,46.400002,46.680000,45.980000,46.459999,42.357723,10946800
2016-02-19,46.459999,47.150002,46.240002,46.720001,42.594749,10578700
2016-02-22,46.720001,48.910000,46.720001,48.820000,44.509331,12748800
2016-02-23,48.470001,49.450001,48.450001,48.950001,44.627846,9411500
